No,f1,f2,a1,a2,X,Y,Z,K,M,N
358,0,1,-45,0,,,,,,
359,0,1,-45,45,,,,,,
360,0,1,-45,90,,,,,,
361,0,1,0,-90,,,,,,
362,0,1,0,-45,,,,,,
363,0,1,0,0,,,,,,
364,0,1,0,45,,,,,,
365,0,1,0,90,,,,,,
366,0,1,45,-90,,,,,,
367,0,1,45,-45,,,,,,
368,0,1,45,0,,,,,,
369,0,1,45,45,,,,,,
370,0,1,45,90,,,,,,
371,0,1,90,-90,,,,,,
372,0,1,90,-45,,,,,,
373,0,1,90,0,,,,,,
374,0,1,90,45,,,,,,
375,0,1,90,90,,,,,,
376,0.5,-1,-90,-90,,,,,,
377,0.5,-1,-90,-45,,,,,,
378,0.5,-1,-90,0,,,,,,
379,0.5,-1,-90,45,,,,,,
380,0.5,-1,-90,90,,,,,,
381,0.5,-1,-45,-90,,,,,,
382,0.5,-1,-45,-45,,,,,,
383,0.5,-1,-45,0,,,,,,
384,0.5,-1,-45,45,,,,,,
385,0.5,-1,-45,90,,,,,,
386,0.5,-1,0,-90,,,,,,
387,0.5,-1,0,-45,,,,,,
388,0.5,-1,0,0,,,,,,
389,0.5,-1,0,45,,,,,,
390,0.5,-1,0,90,,,,,,
391,0.5,-1,45,-90,,,,,,
392,0.5,-1,45,-45,,,,,,
393,0.5,-1,45,0,,,,,,
394,0.5,-1,45,45,,,,,,
395,0.5,-1,45,90,,,,,,
396,0.5,-1,90,-90,,,,,,
397,0.5,-1,90,-45,,,,,,
398,0.5,-1,90,0,,,,,,
399,0.5,-1,90,45,,,,,,
400,0.5,-1,90,90,,,,,,
401,0.5,-0.5,-90,-90,,,,,,
402,0.5,-0.5,-90,-45,,,,,,
403,0.5,-0.5,-90,0,,,,,,
404,0.5,-0.5,-90,45,,,,,,
405,0.5,-0.5,-90,90,,,,,,
406,0.5,-0.5,-45,-90,,,,,,
407,0.5,-0.5,-45,-45,,,,,,
408,0.5,-0.5,-45,0,,,,,,
409,0.5,-0.5,-45,45,,,,,,
410,0.5,-0.5,-45,90,,,,,,
411,0.5,-0.5,0,-90,,,,,,
412,0.5,-0.5,0,-45,,,,,,
413,0.5,-0.5,0,0,,,,,,
414,0.5,-0.5,0,45,,,,,,
415,0.5,-0.5,0,90,,,,,,
416,0.5,-0.5,45,-90,,,,,,
417,0.5,-0.5,45,-45,,,,,,
418,0.5,-0.5,45,0,,,,,,
419,0.5,-0.5,45,45,,,,,,
420,0.5,-0.5,45,90,,,,,,
421,0.5,-0.5,90,-90,,,,,,
422,0.5,-0.5,90,-45,,,,,,
423,0.5,-0.5,90,0,,,,,,
424,0.5,-0.5,90,45,,,,,,
425,0.5,-0.5,90,90,,,,,,
426,0.5,0,-90,-90,,,,,,
427,0.5,0,-90,-45,,,,,,
428,0.5,0,-90,0,,,,,,
429,0.5,0,-90,45,,,,,,
430,0.5,0,-90,90,,,,,,
431,0.5,0,-45,-90,,,,,,
432,0.5,0,-45,-45,,,,,,
433,0.5,0,-45,0,,,,,,
434,0.5,0,-45,45,,,,,,
435,0.5,0,-45,90,,,,,,
436,0.5,0,0,-90,,,,,,
437,0.5,0,0,-45,,,,,,
438,0.5,0,0,0,,,,,,
439,0.5,0,0,45,,,,,,
440,0.5,0,0,90,,,,,,
441,0.5,0,45,-90,,,,,,
442,0.5,0,45,-45,,,,,,
443,0.5,0,45,0,,,,,,
444,0.5,0,45,45,,,,,,
445,0.5,0,45,90,,,,,,
446,0.5,0,90,-90,,,,,,
447,0.5,0,90,-45,,,,,,
448,0.5,0,90,0,,,,,,
449,0.5,0,90,45,,,,,,
450,0.5,0,90,90,,,,,,
451,0.5,0.5,-90,-90,,,,,,
452,0.5,0.5,-90,-45,,,,,,
453,0.5,0.5,-90,0,,,,,,
454,0.5,0.5,-90,45,,,,,,
455,0.5,0.5,-90,90,,,,,,
456,0.5,0.5,-45,-90,,,,,,
457,0.5,0.5,-45,-45,,,,,,
458,0.5,0.5,-45,0,,,,,,
459,0.5,0.5,-45,45,,,,,,
460,0.5,0.5,-45,90,,,,,,
461,0.5,0.5,0,-90,,,,,,
462,0.5,0.5,0,-45,,,,,,
463,0.5,0.5,0,0,,,,,,
464,0.5,0.5,0,45,,,,,,
465,0.5,0.5,0,90,,,,,,
466,0.5,0.5,45,-90,,,,,,
467,0.5,0.5,45,-45,,,,,,
468,0.5,0.5,45,0,,,,,,
469,0.5,0.5,45,45,,,,,,
470,0.5,0.5,45,90,,,,,,
471,0.5,0.5,90,-90,,,,,,
472,0.5,0.5,90,-45,,,,,,
473,0.5,0.5,90,0,,,,,,
474,0.5,0.5,90,45,,,,,,
475,0.5,0.5,90,90,,,,,,
476,0.5,1,-90,-90,,,,,,
477,0.5,1,-90,-45,,,,,,
478,0.5,1,-90,0,,,,,,
479,0.5,1,-90,45,,,,,,
480,0.5,1,-90,90,,,,,,
481,0.5,1,-45,-90,,,,,,
482,0.5,1,-45,-45,,,,,,
483,0.5,1,-45,0,,,,,,
484,0.5,1,-45,45,,,,,,
485,0.5,1,-45,90,,,,,,
486,0.5,1,0,-90,,,,,,
487,0.5,1,0,-45,,,,,,
488,0.5,1,0,0,,,,,,
489,0.5,1,0,45,,,,,,
490,0.5,1,0,90,,,,,,
491,0.5,1,45,-90,,,,,,
492,0.5,1,45,-45,,,,,,
493,0.5,1,45,0,,,,,,
494,0.5,1,45,45,,,,,,
495,0.5,1,45,90,,,,,,
496,0.5,1,90,-90,,,,,,
497,0.5,1,90,-45,,,,,,
498,0.5,1,90,0,,,,,,
499,0.5,1,90,45,,,,,,
500,0.5,1,90,90,,,,,,
501,1,-1,-90,-90,,,,,,
502,1,-1,-90,-45,,,,,,
503,1,-1,-90,0,,,,,,
504,1,-1,-90,45,,,,,,
505,1,-1,-90,90,,,,,,
506,1,-1,-45,-90,,,,,,
507,1,-1,-45,-45,,,,,,
508,1,-1,-45,0,,,,,,
509,1,-1,-45,45,,,,,,
510,1,-1,-45,90,,,,,,
511,1,-1,0,-90,,,,,,
512,1,-1,0,-45,,,,,,
513,1,-1,0,0,,,,,,
514,1,-1,0,45,,,,,,
515,1,-1,0,90,,,,,,
516,1,-1,45,-90,,,,,,
517,1,-1,45,-45,,,,,,
518,1,-1,45,0,,,,,,
519,1,-1,45,45,,,,,,
520,1,-1,45,90,,,,,,
521,1,-1,90,-90,,,,,,
522,1,-1,90,-45,,,,,,
523,1,-1,90,0,,,,,,
524,1,-1,90,45,,,,,,
525,1,-1,90,90,,,,,,
526,1,-0.5,-90,-90,,,,,,
527,1,-0.5,-90,-45,,,,,,
528,1,-0.5,-90,0,,,,,,
529,1,-0.5,-90,45,,,,,,
530,1,-0.5,-90,90,,,,,,
531,1,-0.5,-45,-90,,,,,,
532,1,-0.5,-45,-45,,,,,,
533,1,-0.5,-45,0,,,,,,
534,1,-0.5,-45,45,,,,,,
535,1,-0.5,-45,90,,,,,,
536,1,-0.5,0,-90,,,,,,
537,1,-0.5,0,-45,,,,,,
538,1,-0.5,0,0,,,,,,
539,1,-0.5,0,45,,,,,,
540,1,-0.5,0,90,,,,,,
541,1,-0.5,45,-90,,,,,,
542,1,-0.5,45,-45,,,,,,
543,1,-0.5,45,0,,,,,,
544,1,-0.5,45,45,,,,,,
545,1,-0.5,45,90,,,,,,
546,1,-0.5,90,-90,,,,,,
547,1,-0.5,90,-45,,,,,,
548,1,-0.5,90,0,,,,,,
549,1,-0.5,90,45,,,,,,
550,1,-0.5,90,90,,,,,,
551,1,0,-90,-90,,,,,,
552,1,0,-90,-45,,,,,,
553,1,0,-90,0,,,,,,
554,1,0,-90,45,,,,,,
555,1,0,-90,90,,,,,,
556,1,0,-45,-90,,,,,,
557,1,0,-45,-45,,,,,,
558,1,0,-45,0,,,,,,
559,1,0,-45,45,,,,,,
560,1,0,-45,90,,,,,,
561,1,0,0,-90,,,,,,
562,1,0,0,-45,,,,,,
563,1,0,0,0,,,,,,
564,1,0,0,45,,,,,,
565,1,0,0,90,,,,,,
566,1,0,45,-90,,,,,,
567,1,0,45,-45,,,,,,
568,1,0,45,0,,,,,,
569,1,0,45,45,,,,,,
570,1,0,45,90,,,,,,
571,1,0,90,-90,,,,,,
572,1,0,90,-45,,,,,,
573,1,0,90,0,,,,,,
574,1,0,90,45,,,,,,
575,1,0,90,90,,,,,,
576,1,0.5,-90,-90,,,,,,
577,1,0.5,-90,-45,,,,,,
578,1,0.5,-90,0,,,,,,
579,1,0.5,-90,45,,,,,,
580,1,0.5,-90,90,,,,,,
581,1,0.5,-45,-90,,,,,,
582,1,0.5,-45,-45,,,,,,
583,1,0.5,-45,0,,,,,,
584,1,0.5,-45,45,,,,,,
585,1,0.5,-45,90,,,,,,
586,1,0.5,0,-90,,,,,,
587,1,0.5,0,-45,,,,,,
588,1,0.5,0,0,,,,,,
589,1,0.5,0,45,,,,,,
590,1,0.5,0,90,,,,,,
591,1,0.5,45,-90,,,,,,
592,1,0.5,45,-45,,,,,,
593,1,0.5,45,0,,,,,,
594,1,0.5,45,45,,,,,,
595,1,0.5,45,90,,,,,,
596,1,0.5,90,-90,,,,,,
597,1,0.5,90,-45,,,,,,
598,1,0.5,90,0,,,,,,
599,1,0.5,90,45,,,,,,
600,1,0.5,90,90,,,,,,
601,1,1,-90,-90,,,,,,
602,1,1,-90,-45,,,,,,
603,1,1,-90,0,,,,,,
604,1,1,-90,45,,,,,,
605,1,1,-90,90,,,,,,
606,1,1,-45,-90,,,,,,
607,1,1,-45,-45,,,,,,
608,1,1,-45,0,,,,,,
609,1,1,-45,45,,,,,,
610,1,1,-45,90,,,,,,
611,1,1,0,-90,,,,,,
612,1,1,0,-45,,,,,,
613,1,1,0,0,,,,,,
614,1,1,0,45,,,,,,
615,1,1,0,90,,,,,,
616,1,1,45,-90,,,,,,
617,1,1,45,-45,,,,,,
618,1,1,45,0,,,,,,
619,1,1,45,45,,,,,,
620,1,1,45,90,,,,,,
621,1,1,90,-90,,,,,,
622,1,1,90,-45,,,,,,
623,1,1,90,0,,,,,,
624,1,1,90,45,,,,,,
625,1,1,90,90,,,,,,
